Chapter,sentence_range,Text
1,1367-1370,"Let
D = a
b
c
d





 Then CD – AB = 0 gives
2
5
2
1
5
2
3
8
3
4
7
4
a
b
c
d
−

 


 

−

 


 


 


 

 = O
or
2
5
2
5
3
0
3
8
3
8
43
22
a
c
b
d
a
c
b
d
+
+




−




+
+




 = 0
0
0
0






or
2
5
3
2
5
3
8
43
3
8
22
a
c
b
d
a
c
b
d
+
−
+




+
−
+
−


 = 0
0
0
0






By equality of matrices, we get
2a + 5c – 3 = 0 (1)
3a + 8c – 43 = 0 (2)
2b + 5d = 0"
1,1368-1371,"Then CD – AB = 0 gives
2
5
2
1
5
2
3
8
3
4
7
4
a
b
c
d
−

 


 

−

 


 


 


 

 = O
or
2
5
2
5
3
0
3
8
3
8
43
22
a
c
b
d
a
c
b
d
+
+




−




+
+




 = 0
0
0
0






or
2
5
3
2
5
3
8
43
3
8
22
a
c
b
d
a
c
b
d
+
−
+




+
−
+
−


 = 0
0
0
0






By equality of matrices, we get
2a + 5c – 3 = 0 (1)
3a + 8c – 43 = 0 (2)
2b + 5d = 0 (3)
and
3b + 8d – 22 = 0"
1,1369-1372,"(1)
3a + 8c – 43 = 0 (2)
2b + 5d = 0 (3)
and
3b + 8d – 22 = 0 (4)
Solving (1) and (2), we get a = –191, c = 77"
1,1370-1373,"(2)
2b + 5d = 0 (3)
and
3b + 8d – 22 = 0 (4)
Solving (1) and (2), we get a = –191, c = 77 Solving (3) and (4), we get b = – 110,
d = 44"
1,1371-1374,"(3)
and
3b + 8d – 22 = 0 (4)
Solving (1) and (2), we get a = –191, c = 77 Solving (3) and (4), we get b = – 110,
d = 44 Rationalised 2023-24
 72
MATHEMATICS
Therefore
D =
191
110
77
44
a
b
c
d
−
−




=








Miscellaneous Exercise on Chapter 3
1"
1,1372-1375,"(4)
Solving (1) and (2), we get a = –191, c = 77 Solving (3) and (4), we get b = – 110,
d = 44 Rationalised 2023-24
 72
MATHEMATICS
Therefore
D =
191
110
77
44
a
b
c
d
−
−




=








Miscellaneous Exercise on Chapter 3
1 If A and B are symmetric matrices, prove that AB – BA is a skew symmetric
matrix"
1,1373-1376,"Solving (3) and (4), we get b = – 110,
d = 44 Rationalised 2023-24
 72
MATHEMATICS
Therefore
D =
191
110
77
44
a
b
c
d
−
−




=








Miscellaneous Exercise on Chapter 3
1 If A and B are symmetric matrices, prove that AB – BA is a skew symmetric
matrix 2"
1,1374-1377,"Rationalised 2023-24
 72
MATHEMATICS
Therefore
D =
191
110
77
44
a
b
c
d
−
−




=








Miscellaneous Exercise on Chapter 3
1 If A and B are symmetric matrices, prove that AB – BA is a skew symmetric
matrix 2 Show that the matrix B′AB is symmetric or skew symmetric according as A is
symmetric or skew symmetric"
1,1375-1378,"If A and B are symmetric matrices, prove that AB – BA is a skew symmetric
matrix 2 Show that the matrix B′AB is symmetric or skew symmetric according as A is
symmetric or skew symmetric 3"
1,1376-1379,"2 Show that the matrix B′AB is symmetric or skew symmetric according as A is
symmetric or skew symmetric 3 Find the values of x, y, z if the matrix 
0
2
A
y
z
x
y
z
x
y
z




=
−




−


 satisfy the equation
A′A  = I"
1,1377-1380,"Show that the matrix B′AB is symmetric or skew symmetric according as A is
symmetric or skew symmetric 3 Find the values of x, y, z if the matrix 
0
2
A
y
z
x
y
z
x
y
z




=
−




−


 satisfy the equation
A′A  = I 4"
1,1378-1381,"3 Find the values of x, y, z if the matrix 
0
2
A
y
z
x
y
z
x
y
z




=
−




−


 satisfy the equation
A′A  = I 4 For what values of x : [
]
1
2
0
0
1
2
1
2
0
1
2
1
0
2
x

  

  

  

  

  
 = O"
1,1379-1382,"Find the values of x, y, z if the matrix 
0
2
A
y
z
x
y
z
x
y
z




=
−




−


 satisfy the equation
A′A  = I 4 For what values of x : [
]
1
2
0
0
1
2
1
2
0
1
2
1
0
2
x

  

  

  

  

  
 = O 5"
1,1380-1383,"4 For what values of x : [
]
1
2
0
0
1
2
1
2
0
1
2
1
0
2
x

  

  

  

  

  
 = O 5 If 
3
1
A
1
2


= 

−

, show that A2 – 5A + 7I = 0"
1,1381-1384,"For what values of x : [
]
1
2
0
0
1
2
1
2
0
1
2
1
0
2
x

  

  

  

  

  
 = O 5 If 
3
1
A
1
2


= 

−

, show that A2 – 5A + 7I = 0 6"
1,1382-1385,"5 If 
3
1
A
1
2


= 

−

, show that A2 – 5A + 7I = 0 6 Find x, if [
]
1
0
2
5
1
0
2
1
4
O
2
0
3
1
x
x

  

  
−
−
=

  

  

  
7"
1,1383-1386,"If 
3
1
A
1
2


= 

−

, show that A2 – 5A + 7I = 0 6 Find x, if [
]
1
0
2
5
1
0
2
1
4
O
2
0
3
1
x
x

  

  
−
−
=

  

  

  
7 A manufacturer produces three products x, y, z which he sells in two markets"
1,1384-1387,"6 Find x, if [
]
1
0
2
5
1
0
2
1
4
O
2
0
3
1
x
x

  

  
−
−
=

  

  

  
7 A manufacturer produces three products x, y, z which he sells in two markets Annual sales are indicated below:
Market
Products
I
10,000
2,000
18,000
II
6,000
20,000
8,000
Rationalised 2023-24
MATRICES         73
(a) If unit sale prices of x, y and z are ` 2"
1,1385-1388,"Find x, if [
]
1
0
2
5
1
0
2
1
4
O
2
0
3
1
x
x

  

  
−
−
=

  

  

  
7 A manufacturer produces three products x, y, z which he sells in two markets Annual sales are indicated below:
Market
Products
I
10,000
2,000
18,000
II
6,000
20,000
8,000
Rationalised 2023-24
MATRICES         73
(a) If unit sale prices of x, y and z are ` 2 50, ` 1"
1,1386-1389,"A manufacturer produces three products x, y, z which he sells in two markets Annual sales are indicated below:
Market
Products
I
10,000
2,000
18,000
II
6,000
20,000
8,000
Rationalised 2023-24
MATRICES         73
(a) If unit sale prices of x, y and z are ` 2 50, ` 1 50 and ` 1"
1,1387-1390,"Annual sales are indicated below:
Market
Products
I
10,000
2,000
18,000
II
6,000
20,000
8,000
Rationalised 2023-24
MATRICES         73
(a) If unit sale prices of x, y and z are ` 2 50, ` 1 50 and ` 1 00, respectively,
find the total revenue in each market with the help of matrix algebra"
1,1388-1391,"50, ` 1 50 and ` 1 00, respectively,
find the total revenue in each market with the help of matrix algebra (b) If the unit costs of the above three commodities are ` 2"
1,1389-1392,"50 and ` 1 00, respectively,
find the total revenue in each market with the help of matrix algebra (b) If the unit costs of the above three commodities are ` 2 00, ` 1"
1,1390-1393,"00, respectively,
find the total revenue in each market with the help of matrix algebra (b) If the unit costs of the above three commodities are ` 2 00, ` 1 00 and
50 paise respectively"
1,1391-1394,"(b) If the unit costs of the above three commodities are ` 2 00, ` 1 00 and
50 paise respectively Find the gross profit"
1,1392-1395,"00, ` 1 00 and
50 paise respectively Find the gross profit 8"
1,1393-1396,"00 and
50 paise respectively Find the gross profit 8 Find the matrix X so that 
1
2
3
7
8
9
X 4
5
6
2
4
6
−
−
−




=








Choose the correct answer in the following questions:
9"
1,1394-1397,"Find the gross profit 8 Find the matrix X so that 
1
2
3
7
8
9
X 4
5
6
2
4
6
−
−
−




=








Choose the correct answer in the following questions:
9 If A =                 is such that A² = I, then
(A) 1 + α² + βγ = 0
(B) 1 – α² + βγ = 0
(C) 1 – α² – βγ = 0
(D) 1 + α² – βγ = 0
10"
1,1395-1398,"8 Find the matrix X so that 
1
2
3
7
8
9
X 4
5
6
2
4
6
−
−
−




=








Choose the correct answer in the following questions:
9 If A =                 is such that A² = I, then
(A) 1 + α² + βγ = 0
(B) 1 – α² + βγ = 0
(C) 1 – α² – βγ = 0
(D) 1 + α² – βγ = 0
10 If the matrix A is both symmetric and skew symmetric, then
(A) A is a diagonal matrix
(B) A is a zero matrix
(C) A is a square matrix
(D) None of these
11"
1,1396-1399,"Find the matrix X so that 
1
2
3
7
8
9
X 4
5
6
2
4
6
−
−
−




=








Choose the correct answer in the following questions:
9 If A =                 is such that A² = I, then
(A) 1 + α² + βγ = 0
(B) 1 – α² + βγ = 0
(C) 1 – α² – βγ = 0
(D) 1 + α² – βγ = 0
10 If the matrix A is both symmetric and skew symmetric, then
(A) A is a diagonal matrix
(B) A is a zero matrix
(C) A is a square matrix
(D) None of these
11 If A is square matrix such that A2 = A, then (I + A)³ – 7 A is equal to
(A) A
(B) I – A
(C) I
(D) 3A
Summary
® A matrix is an ordered rectangular array of numbers or functions"
1,1397-1400,"If A =                 is such that A² = I, then
(A) 1 + α² + βγ = 0
(B) 1 – α² + βγ = 0
(C) 1 – α² – βγ = 0
(D) 1 + α² – βγ = 0
10 If the matrix A is both symmetric and skew symmetric, then
(A) A is a diagonal matrix
(B) A is a zero matrix
(C) A is a square matrix
(D) None of these
11 If A is square matrix such that A2 = A, then (I + A)³ – 7 A is equal to
(A) A
(B) I – A
(C) I
(D) 3A
Summary
® A matrix is an ordered rectangular array of numbers or functions ® A matrix having m rows and n columns is called a matrix of order m × n"
1,1398-1401,"If the matrix A is both symmetric and skew symmetric, then
(A) A is a diagonal matrix
(B) A is a zero matrix
(C) A is a square matrix
(D) None of these
11 If A is square matrix such that A2 = A, then (I + A)³ – 7 A is equal to
(A) A
(B) I – A
(C) I
(D) 3A
Summary
® A matrix is an ordered rectangular array of numbers or functions ® A matrix having m rows and n columns is called a matrix of order m × n ® [aij]m × 1 is a column matrix"
1,1399-1402,"If A is square matrix such that A2 = A, then (I + A)³ – 7 A is equal to
(A) A
(B) I – A
(C) I
(D) 3A
Summary
® A matrix is an ordered rectangular array of numbers or functions ® A matrix having m rows and n columns is called a matrix of order m × n ® [aij]m × 1 is a column matrix ® [aij]1 × n is a row matrix"
1,1400-1403,® A matrix having m rows and n columns is called a matrix of order m × n ® [aij]m × 1 is a column matrix ® [aij]1 × n is a row matrix ® An m × n matrix is a square matrix if m = n
1,1401-1404,"® [aij]m × 1 is a column matrix ® [aij]1 × n is a row matrix ® An m × n matrix is a square matrix if m = n ® A = [aij]m × m is a diagonal matrix if aij = 0, when i ≠ j"
1,1402-1405,"® [aij]1 × n is a row matrix ® An m × n matrix is a square matrix if m = n ® A = [aij]m × m is a diagonal matrix if aij = 0, when i ≠ j ® A = [aij]n × n is a scalar matrix if aij = 0, when i ≠ j, aij = k, (k is some
constant), when i = j"
1,1403-1406,"® An m × n matrix is a square matrix if m = n ® A = [aij]m × m is a diagonal matrix if aij = 0, when i ≠ j ® A = [aij]n × n is a scalar matrix if aij = 0, when i ≠ j, aij = k, (k is some
constant), when i = j ® A = [aij]n × n is  an identity matrix, if aij = 1, when i = j, aij = 0, when i ≠ j"
1,1404-1407,"® A = [aij]m × m is a diagonal matrix if aij = 0, when i ≠ j ® A = [aij]n × n is a scalar matrix if aij = 0, when i ≠ j, aij = k, (k is some
constant), when i = j ® A = [aij]n × n is  an identity matrix, if aij = 1, when i = j, aij = 0, when i ≠ j ® A zero matrix has all its elements as zero"
1,1405-1408,"® A = [aij]n × n is a scalar matrix if aij = 0, when i ≠ j, aij = k, (k is some
constant), when i = j ® A = [aij]n × n is  an identity matrix, if aij = 1, when i = j, aij = 0, when i ≠ j ® A zero matrix has all its elements as zero ® A = [aij] = [bij] = B if (i) A and B are of same order, (ii)  aij = bij for all
possible values of i and j"
1,1406-1409,"® A = [aij]n × n is  an identity matrix, if aij = 1, when i = j, aij = 0, when i ≠ j ® A zero matrix has all its elements as zero ® A = [aij] = [bij] = B if (i) A and B are of same order, (ii)  aij = bij for all
possible values of i and j α
β
γ
−α




Rationalised 2023-24
 74
MATHEMATICS
® kA = k[aij]m × n = [k(aij)]m × n
® – A = (–1)A
® A – B = A + (–1) B
® A + B = B + A
® (A + B) + C = A + (B + C), where A, B and C are of same order"
1,1407-1410,"® A zero matrix has all its elements as zero ® A = [aij] = [bij] = B if (i) A and B are of same order, (ii)  aij = bij for all
possible values of i and j α
β
γ
−α




Rationalised 2023-24
 74
MATHEMATICS
® kA = k[aij]m × n = [k(aij)]m × n
® – A = (–1)A
® A – B = A + (–1) B
® A + B = B + A
® (A + B) + C = A + (B + C), where A, B and C are of same order ® k(A + B) = kA + kB, where A and B are of same order, k is constant"
1,1408-1411,"® A = [aij] = [bij] = B if (i) A and B are of same order, (ii)  aij = bij for all
possible values of i and j α
β
γ
−α




Rationalised 2023-24
 74
MATHEMATICS
® kA = k[aij]m × n = [k(aij)]m × n
® – A = (–1)A
® A – B = A + (–1) B
® A + B = B + A
® (A + B) + C = A + (B + C), where A, B and C are of same order ® k(A + B) = kA + kB, where A and B are of same order, k is constant ® (k + l ) A = kA + lA, where k and l are constant"
1,1409-1412,"α
β
γ
−α




Rationalised 2023-24
 74
MATHEMATICS
® kA = k[aij]m × n = [k(aij)]m × n
® – A = (–1)A
® A – B = A + (–1) B
® A + B = B + A
® (A + B) + C = A + (B + C), where A, B and C are of same order ® k(A + B) = kA + kB, where A and B are of same order, k is constant ® (k + l ) A = kA + lA, where k and l are constant ®® If A = [aij]m × n and B = [bjk]n × p, then AB = C = [cik]m × p, where      =
(i) A(BC) = (AB)C,  (ii)   A(B + C) = AB + AC,  (iii)   (A + B)C = AC + BC
®®  If A = [aij]m × n, then A′ or AT = [aji]n × m
(i) (A′)′ = A,  (ii)   (kA)′ = kA′,  (iii)   (A + B)′ = A′ + B′,  (iv)  (AB)′ = B′A′
® A is a symmetric matrix if A′ = A"
1,1410-1413,"® k(A + B) = kA + kB, where A and B are of same order, k is constant ® (k + l ) A = kA + lA, where k and l are constant ®® If A = [aij]m × n and B = [bjk]n × p, then AB = C = [cik]m × p, where      =
(i) A(BC) = (AB)C,  (ii)   A(B + C) = AB + AC,  (iii)   (A + B)C = AC + BC
®®  If A = [aij]m × n, then A′ or AT = [aji]n × m
(i) (A′)′ = A,  (ii)   (kA)′ = kA′,  (iii)   (A + B)′ = A′ + B′,  (iv)  (AB)′ = B′A′
® A is a symmetric matrix if A′ = A ® A is a skew symmetric matrix if A′ = –A"
1,1411-1414,"® (k + l ) A = kA + lA, where k and l are constant ®® If A = [aij]m × n and B = [bjk]n × p, then AB = C = [cik]m × p, where      =
(i) A(BC) = (AB)C,  (ii)   A(B + C) = AB + AC,  (iii)   (A + B)C = AC + BC
®®  If A = [aij]m × n, then A′ or AT = [aji]n × m
(i) (A′)′ = A,  (ii)   (kA)′ = kA′,  (iii)   (A + B)′ = A′ + B′,  (iv)  (AB)′ = B′A′
® A is a symmetric matrix if A′ = A ® A is a skew symmetric matrix if A′ = –A ® Any square matrix can be represented as the sum of a symmetric and a
skew symmetric matrix"
1,1412-1415,"®® If A = [aij]m × n and B = [bjk]n × p, then AB = C = [cik]m × p, where      =
(i) A(BC) = (AB)C,  (ii)   A(B + C) = AB + AC,  (iii)   (A + B)C = AC + BC
®®  If A = [aij]m × n, then A′ or AT = [aji]n × m
(i) (A′)′ = A,  (ii)   (kA)′ = kA′,  (iii)   (A + B)′ = A′ + B′,  (iv)  (AB)′ = B′A′
® A is a symmetric matrix if A′ = A ® A is a skew symmetric matrix if A′ = –A ® Any square matrix can be represented as the sum of a symmetric and a
skew symmetric matrix ® If A and B are two square matrices such that AB = BA = I, then B is the
inverse matrix of A and is denoted by A–1 and A is the inverse of B"
